query,source_url,semantic_score,bonus,score,text
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.544,0.0,0.544,"perform its function, both humans and AI agents within the system should have some form of representations of the involved tasks, role distributions, desired outcomes, the environment, mutual capa- bilities and limitations. Such representations are often referred to as mental models; these models enable agents to describe, explain and predict the behavior of the system and decide which actions to take [61–63]. Shared representations, i.e., representations that are mutually compatible between human and AI agents within the system, allow the agents to have appropriate understanding of each other, the task, and the environment [62], which facilitates agents to cooperate, adapt to changes, and respond to relevant human reasons. To ensure safe operation of the system, agents should also have 16 Meaningful human control: actionable properties for AI system development a shared representation of each other’s abilities and limitations. Speciﬁcally, the AI agents should account for humans’ inherent physical and cognitive limitations, while human agents should account for the AI agents’ limitations to avoid issues such as overreliance [64]. Furthermore — crucial to achieve meaningful human"
How do Ai work,https://github.com/chccolor1/English_phone/blob/a3c6ae1951c546dd6682f5a6266ce98db5871406/4.md,0.541,0.0,0.541,"ng collapse scene—10x faster and cheaper than traditional effects. - By requiring transparency and approval, Netflix protects both its brand and creators. In short, Netflix views AI as a useful helper—but one that must follow strong rules to avoid harm. --- ## 01. Comprehension Questions 1. What does Netflix call generative artificial intelligence? 2. What should partners do if they are unsure or cannot meet the GenAI rules? 3. What example did the article give about Netflix using AI successfully? --- ## 02. Discussion Questions 1. Why do you think Netflix created special rules for GenAI in production? 2. How can rules help balance creativity and responsibility when using new technology? 3. Do you think viewers should always know if AI was used in a movie or show? Why or why not?"
How do Ai work,http://arxiv.org/pdf/2410.13042v1,0.54,0.0,0.54,"beneﬁt industry—do not reﬂect capture. To contextualize these outcomes and mechanisms to AI policy, we interview 17 AI policy experts across academia, government, and civil society. We seek to identify possible outcomes of capture in AI policy as well as the ways that AI industry actors are currently exerting inﬂuence to achieve those outcomes. A version of this paper has been accepted for publication by t he 2024 AAAI/ACM Conference on AI, Ethics, and Society. Copy- right © 2024, Association for the Advancement of Artiﬁcial I ntel- ligence (www.aaai.org). . With respect to potential captured outcomes in AI pol- icy, experts were primarily concerned with capture leading to a lack of AI regulation, weak regulation, or regulation that over-emphasizes certain policy goals above others. Experts most commonly identiﬁed that AI industry actors use the following mechanisms to exert policy inﬂuence: • Agenda-setting (15 of 17 interviews): Interviewees ex- pressed that industry actors advance anti-regulation nar- ratives and are able to steer policy conversations toward or away from particular problems posed by AI. These actors, including AI companies, are also able to s"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.54,0.0,0.54,"e moral ODD will remain blurred [49]. Hence, it is crucial that humans, not AI agents, are empowered to be aware of their responsibilities in order to make conscious decisions if and when the human-AI system should deviate from the boundaries deﬁned by the moral ODD. The assessment of whether and how an AI agent is conﬁned to the moral ODD is not a binary check, but rather a contextualized and deliber- ated analysis of the interaction between the AI agent, human agents, and the social, physical, ethical, and legal environment surrounding them. Humans, to conclude, should have an understanding of such blurry boundaries of the moral ODD and their responsibility to meaningfully control the AI agent in this process. Importantly, this includes the possibility of deciding that the use of an AI agent is not acceptable in certain contexts. 3.2 Property 2. Human and AI agents have appropriate and mutually compatible representations of the human-AI system and its context For a human-AI system to perform its function, both humans and AI agents within the system should have some form of representations of the involved tasks, role distributions, desired outcomes, the environment, mutual capa- b"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.538,0.0,0.538,"Human-Like Competencies in Conversational Artificial Intelligence Agents. Journal of Management Information Systems 39, 4 (2022), 969–1005. https://doi.org/10.1080/07421222. 2022.2127441 arXiv:https://doi.org/10.1080/07421222.2022.2127441 [49] Hua Shen, Tiffany Knearem, Reshmi Ghosh, Kenan Alkiek, Kundan Krishna, Yachuan Liu, Ziqiao Ma, Savvas Petridis, Yi-Hao Peng, Li Qiwei, Sushrita Rakshit, Chenglei Si, Yutong Xie, Jeffrey P. Bigham, Frank Bentley, Joyce Chai, Zachary Lipton, Qiaozhu Mei, Rada Mihalcea, Michael Terry, Diyi Yang, Meredith Ringel Morris, Paul Resnick, and David Jurgens. 2024. Towards Bidirectional Human-AI Alignment: A Systematic Review for Clarifications, Framework, and Future Directions. arXiv:2406.09264 [cs.HC] https://arxiv.org/abs/2406.09264 [50] Ben Shneiderman. 2020. Human-Centered Artificial Intelligence: Three Fresh Ideas. AIS Trans. Human-Computer Interaction 12, 3 (2020), 109–124. https://doi.org/10.17705/1thci.00131 Manuscript submitted to ACM 12 Chaeyeon Lim [51] Sidra Sidra and Claire Mason. 2024. Reconceptualizing AI Literacy: The Importance of Metacognitive Thinking in an Artificial Intelligence (AI)-Enabled Workforce. In 2024 IEEE Conference on A"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.538,0.0,0.538,"stablish observability and predictability between the human and AI agents, including what needs to be communicated and when [62]. Representations can include practical matters such as task allocation, role distribution and system limits, but also understanding of how humans perceive the AI agents, human acceptance of and trust in the human-AI system, humans values and social norms. This should also include determining the appropriate level of representation. For instance, for an automated vehicle to interact with a pedestrian, the designers need to determine whether it suﬃces for the vehicle to have a representation of just the location of a pedestrian on the road and their movement trajectory, or also the height and age of that human, their goals and intentions. In the context of AI-based hiring, a key aspect requiring shared representation is the meaning of competence. In particular, the meanings of soft skills, such as teamwork and creativity, are highly ﬂuid, context-dependent, and contestable. Therefore, aligning the job-speciﬁc meaning of competence among job seekers, employers, and any AI agent involved in the hiring process is critical. 18 Meaningful human control: actionab"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.534,0.0,0.534,"Conference on Artificial Intelligence , Vol. 39. Article 28. https://doi.org/10.1609/aaai.v39i28.35190 [34] David Long and Brian Magerko. 2020. What is AI Literacy? Competencies and Design Considerations. In Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems . 1–16. https://doi.org/10.1145/3313831.3376727 [35] Jakob Nielsen. 1994. Enhancing the Explanatory Power of Usability Heuristics. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems. ACM, 152–158. https://doi.org/10.1145/191666.191729 [36] Partnership on AI. 2021. AI Blindspot: A Discovery Process for Early-Stage AI Risk Mitigation. Partnership on AI Toolkit. https://aiblindspot. partnershiponai.org/ Accessed: April 2025. [37] OpenAI. 2022. OpenAI Moderation API. OpenAI API Documentation. https://platform.openai.com/docs/guides/moderation Accessed: April 2025. [38] Peter S. Park, Simon Goldstein, Aidan O’Gara, Michael Chen, and Dan Hendrycks. 2024. AI Deception: A Survey of Examples, Risks, and Potential Solutions. Patterns 5, 5 (2024), 100988. https://doi.org/10.1016/j.patter.2024.100988 [39] Marianne Procopio, Ab Mosca, Carlos Scheidegger, Eugene Wu, and Remco Chang. 2022."
How do Ai work,http://arxiv.org/pdf/2408.00025v3,0.533,0.0,0.533,"less quest, culminating in the emergence of Explain- able AI (XAI) as an active area of research in this decade. XAI transcends traditional AI paradigms, endeavouring to illuminate the opaque nature of complex machine learning models by enabling: 1. Enhanced Explainability : XAI endeavours to cultivate machine learning techniques that aim to yield more explainable models without compromising learning performance or prediction accuracy [47]. By elucidating model rationale and inherent strengths and weaknesses, XAI augments user comprehension and trust in several high stakes (for example: [46]), pivotal for fostering collaborative partnerships between humans and AI entities. 2. Human-Centric Design : XAI advocates for the integration of state-of-the-art human- computer interface techniques, facilitating the translation of intricate models into comprehen- sible and actionable insights for end-users [45]. By crafting intuitive explanation dialogues and interfaces, XAI empowers users to navigate, interpret, and leverage AI capabilities effectively, transcending the complexities of underlying algorithms and architectures. 3. Diverse Methodological Portfolio : Recognizing the multifaceted"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.532,0.0,0.532,"allowing the operator to better understand the AI agent’s decision-making. Ecological inter- face design can also leverage knowledge on human information processing to design human-AI interfaces that are optimally suited to convey complex data in a comprehensible manner [67]. Maintaining accurate representations during the human-AI system’s deployment can also occur through interaction, either implicitly (e.g., through intent inference from observed behavior) or explic- itly (e.g., explicit verbal or written messages). For example, an AI system can probe through behavior whether the human is aware of it’s intentions before committing to a decision [68]. For the AI agents to have appropriate representations of human agents, the assumptions about human intentions and behavior adopted by AI agents (either implicitly or explicitly) need to be validated. This can be aided by incor- porating theoretically grounded and empirically validated models of humans in the interaction-planning algorithms of AI agents [69, 70], or by augmenting bottom-up, machine-learned representations with top-down symbolic represen- tations [71, 72]. An alternative approach, value alignment [73], aims to mitigat"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.532,0.0,0.532,"maller than control authority, and control authority should not be smaller than responsibility. We argue that this account applies to complex human-AI systems as well. 20 Meaningful human control: actionable properties for AI system development Fig. 4 Property 3: The relevant humans and AI agents have the ability and authority to control the system so that humans can act upon their responsibility, e.g., if the human recognizes that a given situation might bring the system outside the moral ODD, they can intervene to avoid this. The ability of a human or AI agent includes their skill and competence to perceive the state of a system and the environment. This also includes a way to acquire and analyze relevant information, to make a decision to act, and to perform that action appropriately [77]. Ability also includes the resources at their disposal, such as tools (an autonomous vehicle without a steering wheel would severely hamper the human’s ability to control the vehicle’s direction; job candidates’ ability to represent themselves would be heavily impaired by the lack of a mechanism) or time (an automated vehicle that would wait until the very last second to alert the driv"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.531,0.0,0.531,"utomated video interview where they record their answers to questions formulated ahead of time by the employer. After the interview is completed, an AI agent applies machine learning methods to quantify candidates’ suitability for the job by correlating their facial expressions, choice of words, and voice tone to personal traits such as creativity, willingness to learn, and conscientiousness. To tailor the AI agent towards the context-speciﬁc preferences of the employer, the machine learning algorithms were trained on video interviews performed with current employees and their respective annual performance evaluations. The employer sets a threshold for a passing score, and based on the scores outputted by the AI agent, a list of candidates who pass to the next selection round is automatically compiled. The candidates do not see the score they were assigned. Neither the candidate, nor the employer, receive an explanation of how the scores were computed. The employer considers the human-AI system to be a cost-eﬀective solution for what has previously been a time-consuming ﬁrst-round selection process that required hiring additional screening staﬀ. In addition, the employer seeks to i"
How do Ai work,https://www.thoughtspot.com/data-trends/artificial-intelligence/how-does-ai-work,0.53,0.0,0.53,"June 10, 2026 - You get AI-powered insights you ... From recognizing your face to recommending your next favorite song, AI works by learning patterns from data...."
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.529,0.0,0.529,"he AI agent, but also to the design of the socio-technical environment that surrounds it, including social and institutional practices [11, 27, 28]. As [12] elaborate, “[intelligent] devices themselves play an important role but cannot be considered without accounting for the numerous human agents, their physical environment, and the social, political and legal infrastructures in which they are embedded.” 6 Meaningful human control: actionable properties for AI system development process of abductive thinking that combined the diﬀerent disciplinary perspec- tives of the authors (engineering, computer science, philosophy of technology, ethnography and design). We describe each property and illustrate how each of them helps deﬁning whether and to what extent a human-AI system is under meaningful human control. We also suggest concrete methods and tools that can support addressing each property and illustrate them with respect to two case studies: automated vehicles and AI-based hiring (Section 3). Finally, we discuss the systemic and socio-technical nature of these properties and the need for transdisciplinary practices (Section 4) and conclude the paper (Section 5). 2 Meaningful hum"
How do Ai work,http://arxiv.org/pdf/2408.00025v3,0.528,0.0,0.528,"litating data-driven decision-making, its inherent complexity poses formidable challenges, particularly concerning transparency and inter- pretability in deducing decisions which concurrently introduces nuanced challenges that necessitate vigilant scrutiny and strategic navigation. Sophisticated AI software including Llms [36, 41, 42], SaaS and commercial software such as [37, 40], and virtual assistants [43], while endowed with remarkable capabilities, often manifests as convoluted enigmas, presenting two underlying problems: 1. Explanation Gap: AI models, characterized by intricate hyperspaces defined by multifaceted weights and attributes, inherently lack traceability and debuggability. The stochastic nature of the training phase, coupled with the intricacies of the hyperspace, obfuscates the retrieval and comprehension of model parameters and rationales. Consequently, elucidating the ’why’ behind AI predictions remains a daunting endeavor, devoid of straightforward exploration avenues. 2. T rust in the‘Black-Box’ : For seasoned machine learning practitioners well-versed in model architectures and training phases, navigating the intricacies of AI may seem feasible. However, for"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.524,0.0,0.524,", AI Ethics, Meaningful Human Control, Moral responsibility, Socio-technical systems 1 Introduction Deploying AI algorithms in human-inhabited environments comes with the risk of inappropriate, undesirable, or unpredictable consequences [1, 2]. The misin- terpreted skills of AI systems, combined with their rapid impact in public and private spheres of life, can lead to situations with a clear misalignment between human moral values and societal norms [3–6], and where moral responsibility for such undesired impacts can often not be properly attributed to any person [7]. How can designers, users, or other human agents be morally responsible for systems Meaningful human control: actionable properties for AI system development 3 that are designed to perform tasks, learn, and adapt without direct human control? The strong technical drive towards achieving systems which can act independently from human control in more scenarios, does not necessarily include considerations about the socio-technical consequences of implementing these systems, especially in terms of facilitating moral responsibility. In agree- ment with the hybrid intelligence community [8], we believe a stronger focus on h"
How do Ai work,https://www.linkedin.com/posts/doyon-technology-group_finding-the-line-between-human-and-ai-activity-7354566250682859520-kOd3,0.524,0.0,0.524,"Decisions about people, customers, or markets can be tilted without anyone realizing it. That’s why asking how these tools are built is just as important as how they’re applied. Every CEO wants AI that gives an edge, not a blind spot."
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.523,0.0,0.523,"eSiebert@tudelft.nl; †Co-ﬁrst authors. Abstract How can humans remain in control of artiﬁcial intelligence (AI)-based systems designed to perform tasks autonomously? Such systems are increasingly ubiquitous, creating beneﬁts - but also undesirable situa- tions where moral responsibility for their actions cannot be properly 1 arXiv:2112.01298v2 [cs.CY] 19 May 2022 2 Meaningful human control: actionable properties for AI system development attributed to any particular person or group. The concept of mean- ingful human control has been proposed to address responsibility gaps and mitigate them by establishing conditions that enable a proper attribution of responsibility for humans; however, clear requirements for researchers, designers, and engineers are yet inexistent, making the development of AI-based systems that remain under meaningful human control challenging. In this paper, we address the gap between philo- sophical theory and engineering practice by identifying, through an iterative process of abductive thinking, four actionable properties for AI-based systems under meaningful human control, which we discuss making use of two applications scenarios: automated vehicles and AI"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.522,0.0,0.522,"man responsibility over human-AI systems is challenging because such systems operate in complex social infrastruc- tures that include organizational processes with both human-to-human and human-AI interactions, policy, and law. Designing for moral responsibility therefore requires a systemic, socio-technical perspective that jointly consid- ers the interaction between all these elements [12]. This fundamental challenge of intertwined social, physical, and technical infrastructures does not exclu- sively concern AI: societies have settled on morally acceptable solutions for ubiquitous technology in other domains, such as medicine and aviation safety. 1“Level of autonomy” is a complex construct. In line with Bradshaw’s seven deadly myths of autonomy [10], we acknowledge that measuring autonomy on a single ordered scale of increas- ing levels is insuﬃcient because it lacks context, is not human-centred, and disregard functional diﬀerences, among other reasons. 4 Meaningful human control: actionable properties for AI system development However, these solutions do not readily generalize to systems based on AI algorithms, due to properties such as: (1) learning abilities; (2) black-box n"
How do Ai work,https://www.anthropic.com/,0.522,0.0,0.522,"How doesAI work?How shouldI use AI?Who shouldgovern AI?How does AI affectthe economy?What is AI’simpact on society?Opus 5 is a step change for the Opus tier: stronger coding, more capable agents, and sharper professional work."
How do Ai work,https://csuglobal.edu/blog/how-does-ai-actually-work,0.522,0.0,0.522,"April 9, 2026 - As AI adoption grows, so does the need for computing power and the infrastructure to support it. The Google searches of yesterday retrieved information. The AI tools of today generate it, interpret it, and apply it, from drafting content to writing and debugging code."
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.521,0.0,0.521,"car, but the driver’s loss of situational awareness, or even skill degradation as a result of systematic lack of engagement in the driving task, will limit the driver’s ability to exert that control authority [41, 65, 82]. The same might happen for a manager with ﬁnal authority over who to hire, if they merely sign oﬀ on the hiring recommendations of the AI agent, without substantively engaging in the assessment process themselves. 3.3.1 Practical considerations As authority should not be smaller than ability, it is important to build a base- line understanding of the abilities of human and AI agents and evaluate their consistency with the control authority provided by the system’s design. From the human side, human factors literature [83] can support the identiﬁcation of a realistic baseline on human ability by applying psychological and physiolog- ical principles to understand challenges that are likely to arise in human-AI interaction [82, 84]. From the AI side, a proper understanding of ability should not only be task-oriented (e.g., measuring performance from data sets against benchmark), but also behavior-oriented. Approaches to understand AI ability in context include appro"
How do Ai work,http://arxiv.org/pdf/2504.14689v1,0.521,0.0,0.521,"as necessitated expandin g these foundational ideas. Xia and Maes [25] provides a new interpretation of intellect that goes beyond problem so lving, extending it to other cognitive domains of human capabilities such as memory, motivation, and decision maki ng. Building upon the intellect augmentation framework, they derive steps for designing artifacts that support augm entation of diﬀerent cognitive domains: 1) consider the Manuscript submitted to ACM 4 Mei et al. desired state after augmentation ; 2) identify the processes for the task ; 3) identify how artifacts can change a process or processes. Based on these augmentation frameworks, we interpret what i t means to augment human critical thinking via AI systems. To augment critical thinking, the distinction bet ween performed and demonstrated critical thinking presents diﬀerent design paths for AI systems. Augmenting demonstrated critical thinking focuses on the quality of the ﬁnal output or collaborative process that is associated wit h individuals’ critical thinking. Augmenting performed critical thinking emphasizes the improvement of independent critical thinki ng activity after the interaction with AI systems. Building upon"
How do Ai work,https://www.getmerlin.in/ai-detection,0.521,0.0,0.521,"Paste or upload your text here.Merlin AI’s “AI Detector” tackles this head-on. It scans writing, spots the tell-tale signs of machine-generated language, and flags suspicious passages so you can protect academic integrity and content quality. How AI Detectors Spot AI Generated Text."
